county_state,hyp_total_2009,cig_total_2012,cig_daily_2012,obs_total_2006,dbt_total_2012,alc_any_2008,alc_heavy_2008,alc_binge_2008,hd_deaths_per100k_over65
"Escambia, AL",40.76,27.42,20.77,63.51,13.12,35.9,5.6,12.1,1338.6
"Etowah, AL",42.31,27.76,20.92,62.83,12.32,38.5,5.0,13.0,1546.3
"Fayette, AL",41.13,27.04,21.0,63.65,12.21,28.7,4.2,10.2,1409.3
"Franklin, AL",41.5,25.28,19.07,60.7,12.04,28.6,3.9,9.4,1504.0
"Geneva, AL",41.63,27.21,20.96,65.7,11.74,33.1,5.5,11.6,1297.3
"Greene, AL",41.42,25.99,16.75,56.23,18.2,36.2,6.3,12.4,1316.5
"Hale, AL",41.55,26.06,17.6,57.93,15.36,35.8,5.9,12.5,1417.4
"Henry, AL",40.67,23.39,17.19,64.43,12.39,34.3,5.4,11.9,1211.0
"Houston, AL",39.92,24.85,18.3,67.51,11.57,42.8,5.6,13.8,1189.0
"Jackson, AL",39.7,28.09,22.26,63.46,11.31,31.4,4.6,10.4,1472.8
"Jefferson, AL",37.61,22.06,15.87,68.42,11.93,49.9,7.0,15.9,1151.3
"Lamar, AL",40.62,26.07,19.99,67.15,12.3,27.9,3.8,9.3,1255.0
"Lauderdale, AL",38.35,23.14,17.03,67.67,11.41,35.7,4.9,11.2,1134.5
"Lawrence, AL",41.26,26.98,19.7,65.99,12.98,28.8,3.7,9.1,1395.8
"Lee, AL",37.47,20.66,14.81,72.01,12.07,49.9,7.3,16.0,1040.7
"Limestone, AL",39.74,23.59,17.11,67.56,11.63,36.5,4.7,10.8,1353.6
"Lowndes, AL",41.82,25.5,16.64,61.93,17.02,37.1,6.1,13.2,1266.4
"Macon, AL",42.26,24.63,16.09,66.09,17.58,42.5,6.6,13.2,1435.7
"Madison, AL",35.74,19.97,14.04,71.44,10.84,48.6,6.4,14.0,1235.4
"Marengo, AL",40.25,21.48,14.59,64.06,14.66,37.7,5.5,12.5,1602.1
"Marion, AL",41.9,26.78,20.84,64.1,11.62,27.4,4.0,9.7,1477.3
"Marshall, AL",40.3,27.46,21.02,60.93,12.24,36.8,5.4,12.3,1396.4
"Mobile, AL",38.25,25.03,18.13,67.58,12.73,47.8,7.7,16.7,1319.6
"Monroe, AL",40.16,26.29,19.72,67.27,13.33,34.3,4.9,11.0,1153.3
"Montgomery, AL",37.67,21.57,14.74,71.02,13.55,48.8,7.4,15.7,1025.0
"Morgan, AL",39.18,25.79,18.97,70.09,12.07,39.3,5.4,12.3,1457.6
"Perry, AL",42.66,25.76,17.01,58.42,17.82,35.9,5.9,13.2,1287.4
"Pickens, AL",41.65,26.69,19.25,64.77,14.3,30.6,4.3,9.8,1410.4
"Pike, AL",40.75,22.17,16.14,64.12,13.42,39.6,6.6,13.4,1245.8
"Randolph, AL",41.16,28.51,22.02,66.98,12.28,35.7,5.7,11.9,1648.2
"Russell, AL",40.71,26.83,19.75,63.45,14.79,38.3,4.7,11.7,1085.9
"Shelby, AL",33.93,17.69,12.71,74.81,8.74,51.3,6.9,13.8,979.4
"Sumter, AL",43.12,24.19,15.58,61.82,18.71,36.7,6.1,13.5,1320.9
"Talladega, AL",42.7,26.41,20.0,60.81,12.78,37.2,5.3,12.0,1584.3
"Tallapoosa, AL",39.27,26.83,19.79,65.52,12.19,37.8,5.5,12.3,1476.9
"Tuscaloosa, AL",38.67,22.4,16.12,67.12,11.97,44.6,6.8,14.5,1323.8
"Walker, AL",41.6,28.7,21.96,62.45,11.76,31.3,4.3,11.1,2123.5
"Washington, AL",40.78,25.16,18.74,66.86,13.26,31.7,4.7,10.0,1273.6
"Wilcox, AL",42.39,25.72,17.19,59.73,17.68,35.0,6.1,14.5,1630.8
"Winston, AL",42.65,28.17,21.6,62.36,12.06,29.4,4.4,11.0,1320.5
"Apache, AZ",37.0,26.8,17.83,65.01,14.95,34.7,6.3,15.8,880.0
"Cochise, AZ",37.51,20.99,14.25,72.57,9.77,53.6,7.8,16.8,1006.0
"Coconino, AZ",33.12,21.54,13.92,80.01,9.77,58.4,8.9,17.4,783.3
"Gila, AZ",37.44,26.69,19.22,71.28,10.39,53.1,9.3,19.2,1009.4
"Graham, AZ",38.19,22.29,16.04,72.24,11.26,36.0,5.6,14.5,881.3
"Greenlee, AZ",35.8,20.67,13.84,72.11,10.41,45.4,8.1,17.4,982.7
"La Paz, AZ",37.85,26.75,18.27,69.4,12.12,53.4,10.6,21.6,994.2
"Maricopa, AZ",34.48,19.71,13.14,76.0,9.52,59.4,8.5,17.9,866.7
"Mohave, AZ",37.85,29.22,21.85,72.1,9.6,60.4,11.0,20.7,1187.9
"Navajo, AZ",37.1,24.48,16.83,73.52,12.27,41.8,6.4,14.3,885.5
"Pima, AZ",35.67,19.53,13.31,76.09,9.03,59.7,8.7,17.4,858.8
"Pinal, AZ",38.66,23.56,17.29,70.82,11.65,56.4,9.3,18.4,731.6
"Santa Cruz, AZ",35.77,17.71,10.46,68.64,11.23,55.6,8.8,21.3,774.7
"Yavapai, AZ",34.77,23.69,16.58,77.47,8.44,60.2,9.8,17.1,873.4
"Yuma, AZ",37.18,19.08,12.0,70.18,12.12,54.4,9.3,18.9,842.6
"Arkansas, AR",39.14,27.6,20.82,64.93,11.83,42.8,5.3,13.4,1370.3
"Ashley, AR",39.03,26.61,19.87,61.63,11.83,36.0,5.0,11.4,1378.9
"Baxter, AR",37.84,27.4,21.18,72.39,9.22,50.0,8.0,16.4,1068.9
"Benton, AR",37.0,20.88,15.64,72.01,10.46,51.5,6.4,14.0,1168.8
"Boone, AR",37.93,26.57,20.86,72.17,9.95,39.6,5.9,12.5,1658.2
"Bradley, AR",38.34,27.22,20.06,57.19,12.63,33.6,4.2,11.0,1723.2
"Calhoun, AR",40.0,29.84,22.84,66.3,11.64,39.3,8.0,15.7,1453.2
"Carroll, AR",37.67,24.58,18.71,69.88,10.35,46.3,7.4,15.8,1358.7
"Chicot, AR",40.52,26.63,18.46,61.0,15.19,36.8,5.8,12.3,1366.9
"Clark, AR",39.02,23.96,17.23,66.95,11.85,38.8,5.0,11.7,1327.6
"Clay, AR",41.4,30.33,24.51,60.42,10.86,38.5,5.6,13.0,1291.9
"Cleburne, AR",39.37,26.25,19.95,68.44,10.32,44.7,6.2,14.0,958.1
"Cleveland, AR",39.38,26.75,19.77,69.42,10.67,38.6,6.1,13.5,1314.8
"Columbia, AR",39.85,24.82,17.94,69.33,12.1,40.6,5.3,12.3,1269.7
"Conway, AR",39.52,27.09,20.36,69.09,11.26,46.4,9.6,18.0,1255.6
"Craighead, AR",38.8,24.58,18.74,70.56,10.45,39.7,5.6,12.1,1322.1
"Crawford, AR",42.2,29.17,22.25,67.75,11.22,40.8,5.8,12.7,1259.6
"Crittenden, AR",41.55,27.03,19.4,62.16,15.25,42.6,5.8,12.4,1220.2
"Cross, AR",40.89,28.22,21.06,62.32,12.22,38.0,5.6,12.4,1332.4
"Dallas, AR",39.81,30.02,21.99,60.19,13.06,42.4,7.6,15.2,1320.5
"Desha, AR",40.36,27.6,19.73,58.98,14.07,38.2,5.9,12.9,1891.7
"Drew, AR",38.53,24.34,17.38,67.34,11.89,39.0,5.1,12.2,1032.5
"Faulkner, AR",36.98,22.76,16.2,71.17,10.61,45.9,6.3,13.1,1167.3
"Franklin, AR",41.56,28.45,22.18,67.18,10.63,43.9,7.5,16.4,1346.6
"Fulton, AR",40.5,27.6,21.7,71.87,10.49,40.0,5.9,12.8,1144.7
"Garland, AR",38.35,28.09,21.58,71.7,10.67,52.4,7.2,16.2,1316.5
"Grant, AR",39.25,27.46,20.48,65.49,9.74,40.2,5.7,12.1,1212.2
"Greene, AR",39.6,28.94,23.91,66.56,11.27,39.8,6.3,13.6,1226.0
"Hempstead, AR",39.64,24.98,18.08,66.22,13.57,39.6,5.5,12.3,1365.1
"Hot Spring, AR",39.92,30.36,23.33,63.49,10.81,40.3,6.1,13.0,1281.7
"Howard, AR",38.12,27.7,20.2,68.68,12.04,36.2,5.3,11.8,1912.8
"Independence, AR",38.82,26.72,20.81,68.38,10.12,40.4,5.4,13.1,1531.9
"Izard, AR",39.39,27.83,21.73,69.77,10.93,40.3,5.6,13.0,1256.3
"Jackson, AR",41.58,31.6,24.17,58.44,12.63,37.8,7.0,14.5,1401.3
"Jefferson, AR",40.02,27.1,18.07,64.64,14.07,43.7,6.7,14.0,1344.7
"Johnson, AR",39.18,25.4,19.64,64.81,10.85,38.7,6.5,13.9,1345.1
"Lafayette, AR",41.35,27.19,19.62,64.01,13.61,36.1,5.2,11.7,1231.8
"Lawrence, AR",42.47,29.49,23.69,62.17,11.18,36.2,5.4,12.3,1359.6
"Lee, AR",44.75,30.3,22.02,52.87,17.01,36.2,6.5,12.9,1052.3
"Lincoln, AR",43.39,30.6,21.84,62.66,13.3,34.4,5.9,12.4,1426.6
"Little River, AR",38.33,27.4,20.3,65.98,11.67,38.2,5.5,12.0,1330.8
"Logan, AR",41.45,28.69,22.89,66.83,10.9,38.4,5.5,13.1,1360.7
"Lonoke, AR",39.53,25.34,18.82,68.98,10.97,43.8,6.4,13.5,1085.5
"Madison, AR",40.47,28.31,22.09,69.51,10.96,40.1,6.5,13.4,1830.6
"Marion, AR",39.29,28.33,21.57,72.75,10.41,47.7,7.7,14.7,1306.4
"Miller, AR",39.55,28.29,21.36,66.23,12.15,43.1,7.4,15.2,1278.8
"Mississippi, AR",41.64,29.41,22.06,57.28,13.99,34.0,5.7,12.0,1730.9
"Monroe, AR",42.46,27.62,20.22,58.0,13.79,36.6,5.3,12.7,1714.9
"Montgomery, AR",41.18,28.13,21.49,71.13,10.81,38.6,5.9,12.9,1247.0
"Nevada, AR",39.78,27.02,20.11,66.62,12.7,39.6,5.7,12.1,1361.8
"Newton, AR",40.46,25.7,20.0,72.15,11.17,39.4,6.6,13.0,1761.4
"Ouachita, AR",39.82,27.08,19.73,64.15,12.45,38.7,6.2,13.5,1300.5
"Perry, AR",39.9,29.85,23.08,66.54,10.47,40.3,7.1,14.1,1187.7
"Phillips, AR",42.3,28.55,20.19,55.28,16.22,39.1,6.2,12.5,977.1
"Pike, AR",39.28,26.77,20.2,68.36,11.04,35.8,5.5,12.8,1530.5
"Poinsett, AR",43.16,31.75,24.82,58.83,12.28,34.4,6.1,13.3,1492.8
"Polk, AR",40.11,28.06,21.18,69.63,10.77,39.3,6.1,13.4,1538.1
"Pope, AR",38.01,23.92,18.15,73.94,10.54,44.6,6.0,13.6,1187.1
"Prairie, AR",40.63,27.16,20.84,64.88,11.79,38.6,5.4,13.4,1206.6
"Pulaski, AR",36.26,23.13,14.9,70.87,10.68,53.4,7.6,14.9,1068.1
"Randolph, AR",40.22,27.76,21.87,66.57,10.5,35.7,6.1,13.0,1253.9
"Saline, AR",37.41,26.26,19.98,72.6,9.89,48.6,6.6,13.3,1235.2
"Scott, AR",41.78,29.32,22.94,66.77,11.71,35.8,5.9,12.4,1351.7
"Searcy, AR",40.83,29.01,22.4,68.09,11.0,38.8,7.0,13.9,1078.6
"Sebastian, AR",40.03,27.81,21.11,68.42,11.22,44.6,6.2,14.5,1264.9
"Sevier, AR",38.42,27.28,19.57,63.06,13.03,34.2,4.8,12.2,1314.6
"Sharp, AR",40.65,28.52,22.26,68.8,10.99,38.3,5.4,12.9,1419.4
"Stone, AR",39.94,28.07,21.75,66.34,10.85,38.5,5.9,13.0,1073.3
"Union, AR",38.6,27.09,20.27,67.64,11.33,38.7,5.3,12.3,1133.6
"Van Buren, AR",39.47,27.91,20.9,70.9,10.82,42.9,5.9,13.8,1066.3
"Washington, AR",37.73,22.31,16.11,74.12,9.96,50.0,6.9,15.6,2242.8
"White, AR",39.67,25.8,19.69,69.51,10.75,38.0,5.7,12.4,1457.2
"Woodruff, AR",41.96,28.88,21.24,60.78,13.57,37.6,6.4,14.1,1418.6
"Yell, AR",38.58,27.45,21.03,60.71,11.32,37.5,5.6,13.1,1430.1
"Alameda, CA",32.57,12.93,8.62,81.94,9.29,59.8,9.9,19.0,723.3
"Alpine, CA",36.36,18.23,11.74,77.9,8.63,57.1,13.2,18.9,910.8
"Amador, CA",38.01,22.43,16.49,77.76,8.06,62.4,13.0,19.8,959.4
"Butte, CA",36.56,21.01,15.24,78.43,9.19,56.7,10.2,17.6,1002.9
"Calaveras, CA",37.62,19.66,14.34,78.25,8.16,61.5,13.2,19.9,927.8
"Colusa, CA",36.21,19.69,13.07,65.97,10.64,53.2,9.2,17.0,961.8
"Contra Costa, CA",33.27,13.92,9.24,78.43,8.48,63.2,9.9,18.6,709.3
"Del Norte, CA",39.39,26.01,18.67,75.0,9.82,51.8,8.7,16.4,961.4
"El Dorado, CA",35.16,16.92,11.77,80.18,7.63,65.4,11.9,19.4,856.9
"Fresno, CA",35.98,17.28,11.35,70.96,12.26,47.1,6.9,15.6,1112.2
"Glenn, CA",37.95,21.46,14.88,70.69,10.26,53.0,9.1,17.1,1004.2
"Humboldt, CA",36.2,22.09,15.37,77.26,9.06,60.2,11.1,19.1,976.5
"Imperial, CA",35.75,16.22,9.58,65.17,14.43,42.7,7.5,15.0,804.7
"Inyo, CA",36.0,20.32,14.35,75.47,8.7,57.8,10.8,18.6,1087.5
"Kern, CA",37.12,17.42,12.26,67.68,12.13,47.0,7.4,15.5,1204.8
"Kings, CA",35.99,17.37,12.04,65.8,12.47,48.5,8.4,16.2,1064.3
"Lake, CA",39.6,23.2,16.51,77.59,9.87,57.7,11.2,18.8,942.9
"Lassen, CA",37.87,24.35,16.87,73.06,9.15,55.2,10.4,17.0,1113.6
"Los Angeles, CA",33.39,13.37,8.31,73.61,11.26,52.5,7.5,16.4,952.9
"Madera, CA",37.35,19.37,13.39,68.16,11.89,49.8,8.2,16.3,947.4
"Marin, CA",30.59,12.24,7.72,86.54,6.15,72.8,13.0,20.3,624.8
"Mariposa, CA",36.44,18.9,13.91,77.52,8.91,60.5,12.9,19.8,1008.1
"Mendocino, CA",36.83,22.03,15.12,79.33,9.05,60.5,11.0,18.7,933.3
"Merced, CA",37.23,18.25,12.65,66.57,12.92,47.3,7.3,15.7,1013.1
"Modoc, CA",38.33,20.94,14.55,76.19,8.98,58.0,11.0,18.1,1091.4
"Mono, CA",34.38,17.58,12.03,78.98,8.22,63.3,13.4,20.5,789.4
"Monterey, CA",34.45,15.39,9.65,74.57,10.65,54.3,9.1,17.1,732.5
"Napa, CA",34.39,15.36,10.28,78.44,7.92,64.3,10.3,19.0,872.4
"Nevada, CA",35.39,16.42,11.09,82.28,6.89,66.5,11.2,19.1,886.9
"Orange, CA",33.07,11.85,7.82,79.02,9.21,58.6,8.6,17.8,888.9
"Placer, CA",33.89,15.01,10.34,83.2,7.15,63.0,9.9,17.3,846.3
"Plumas, CA",35.45,21.63,15.54,78.81,7.98,62.9,13.5,20.4,1003.4
"Riverside, CA",36.22,17.08,11.38,73.62,11.31,54.0,8.5,16.5,1145.3
"Sacramento, CA",36.25,18.26,12.65,78.41,9.75,57.6,9.4,17.8,949.3
"San Benito, CA",34.82,15.77,10.04,75.49,10.83,54.7,9.1,17.2,832.8
"San Bernardino, CA",35.84,17.31,11.2,68.53,12.29,50.3,7.6,16.4,1229.0
"San Diego, CA",31.52,13.65,9.16,78.2,9.45,58.8,9.0,18.1,844.6
"San Francisco, CA",33.78,12.34,7.64,82.83,8.46,64.9,13.5,23.3,722.5
"San Joaquin, CA",35.33,18.99,13.63,75.27,11.19,52.0,8.4,16.5,970.5
"San Luis Obispo, CA",36.59,14.03,10.01,79.32,8.08,62.5,11.6,18.9,794.3
"San Mateo, CA",31.79,11.39,7.38,83.71,7.67,63.3,11.2,20.0,728.8
"Santa Barbara, CA",33.13,13.3,9.16,75.6,8.85,60.4,9.6,18.5,863.6
"Santa Clara, CA",31.52,11.25,7.07,81.01,8.58,59.0,8.9,17.8,646.5
"Santa Cruz, CA",33.39,13.58,8.58,81.52,8.25,64.2,10.6,18.8,734.8
"Shasta, CA",37.95,22.98,17.0,79.24,8.79,55.6,9.2,16.6,1256.1
"Sierra, CA",37.41,22.29,15.64,78.2,8.0,60.0,14.4,21.7,1086.3
"Siskiyou, CA",36.87,21.19,14.94,79.0,8.44,58.5,10.2,17.9,1031.6
"Solano, CA",35.17,16.64,11.51,77.34,9.93,58.8,9.4,18.0,750.2
"Sonoma, CA",34.07,16.52,11.3,82.62,7.71,66.8,11.6,20.1,837.3
"Stanislaus, CA",36.91,18.97,13.48,68.87,11.12,51.9,7.5,16.5,1135.5
"Sutter, CA",36.82,19.24,13.72,73.78,10.06,52.0,8.2,15.7,943.8
"Tehama, CA",38.84,23.92,17.48,74.51,9.71,56.6,10.5,17.9,1105.9
"Trinity, CA",38.21,23.47,16.13,78.8,8.76,59.0,13.0,19.4,1059.4
"Tulare, CA",35.61,16.76,11.38,66.21,12.7,46.7,7.5,15.5,1182.8
"Tuolumne, CA",37.77,22.31,16.63,75.97,8.49,58.8,10.8,18.1,937.3
"Ventura, CA",33.85,13.12,8.87,79.0,9.13,60.0,8.7,17.8,913.3
"Yolo, CA",34.89,13.98,9.24,75.77,8.61,62.5,10.5,19.2,857.2
"Yuba, CA",38.84,21.46,15.57,73.53,10.53,54.0,9.9,17.4,1138.4
"Alamosa, CO",33.89,19.29,12.76,74.32,9.41,49.0,6.4,15.2,1027.1
"Arapahoe, CO",33.18,17.21,11.33,82.01,7.57,65.8,7.9,17.7,765.3
"Archuleta, CO",34.01,18.97,12.69,80.65,7.25,66.8,10.6,18.9,798.3
"Baca, CO",37.93,21.97,15.87,73.39,8.95,56.6,7.3,15.0,864.4
"Bent, CO",38.63,27.5,19.72,70.58,11.42,54.1,7.0,16.9,1212.3
"Chaffee, CO",34.93,21.55,14.59,81.67,6.71,66.8,10.5,18.3,622.3
"Cheyenne, CO",38.2,20.97,15.06,77.51,8.02,61.4,7.8,18.6,785.2
"Clear Creek, CO",34.37,18.78,12.51,82.21,6.61,75.3,14.0,22.6,725.9
"Conejos, CO",35.01,18.02,11.32,72.29,10.77,38.5,5.7,12.1,983.5
"Costilla, CO",36.35,20.4,12.67,67.97,12.13,47.7,6.7,15.7,825.2
"Crowley, CO",43.14,25.92,18.3,64.77,12.52,46.2,5.5,15.0,867.0
"Custer, CO",36.46,22.3,15.59,81.27,7.25,66.7,9.8,18.6,758.6
"Delta, CO",34.31,24.03,17.66,78.06,7.9,62.4,9.8,18.4,1061.6
"Denver, CO",34.67,20.39,12.6,78.24,7.57,64.8,9.9,21.5,848.2
"Dolores, CO",36.53,22.05,16.07,79.5,7.93,67.6,13.2,20.6,728.0
"Douglas, CO",29.15,11.92,7.9,87.08,5.67,72.0,7.9,15.2,617.5
"Eagle, CO",27.72,13.7,8.58,83.4,6.49,74.9,12.5,22.3,470.2
"Elbert, CO",33.67,16.73,11.52,83.83,6.49,64.3,8.2,15.4,812.9
"El Paso, CO",35.34,18.02,13.27,80.52,7.68,61.4,6.7,14.5,870.4
"Fremont, CO",38.35,29.09,22.02,75.45,8.54,58.5,7.7,16.2,941.6
"Garfield, CO",33.74,19.09,13.55,83.25,7.71,67.6,11.5,21.9,881.2
"Gilpin, CO",34.39,20.48,14.03,82.63,6.8,75.1,13.6,21.9,808.2
"Grand, CO",32.62,19.89,13.7,84.12,6.35,74.2,14.0,23.8,559.9
"Gunnison, CO",30.32,14.23,8.9,82.12,6.46,72.7,12.8,23.8,738.1
"Hinsdale, CO",33.17,14.74,9.45,83.64,5.63,75.5,16.6,28.6,825.8
"Huerfano, CO",37.21,21.06,13.95,73.4,9.51,59.6,9.1,19.4,814.4
"Jackson, CO",36.23,20.23,14.36,82.4,7.75,69.3,12.0,23.6,730.5
"Kiowa, CO",38.48,19.76,14.09,76.17,8.26,38.4,3.1,9.0,1126.3
"Kit Carson, CO",37.09,23.79,17.45,73.2,8.91,54.9,5.6,15.1,782.2
"Lake, CO",33.76,19.64,12.96,79.09,8.04,67.1,13.1,23.6,465.7
"La Plata, CO",31.96,16.91,10.97,84.96,6.23,70.6,11.7,20.7,892.2
"Larimer, CO",32.33,16.25,10.84,83.17,6.75,68.4,8.2,18.4,772.9
"Las Animas, CO",36.25,22.05,14.76,72.48,9.82,56.0,7.5,17.7,843.2
"Lincoln, CO",34.83,23.7,17.08,75.42,8.59,56.3,5.7,15.0,844.4
"Logan, CO",38.32,25.28,18.54,75.99,9.07,60.8,7.2,17.5,887.9
"Mesa, CO",35.34,21.59,16.27,79.32,7.86,61.2,9.4,17.9,1076.0
"Mineral, CO",32.4,15.62,10.35,81.92,6.03,56.1,8.1,17.7,737.4
"Moffat, CO",36.88,23.03,17.69,76.76,8.63,63.2,11.5,21.1,908.7
"Montezuma, CO",35.58,19.83,13.7,78.8,8.04,58.4,9.8,17.5,867.1
"Montrose, CO",35.72,21.8,16.0,77.33,7.79,61.6,10.1,18.6,942.2
"Morgan, CO",36.63,22.95,16.35,72.84,9.37,54.4,6.7,16.3,843.0
"Otero, CO",37.51,23.87,16.47,69.75,10.51,52.0,6.2,16.8,1240.4
"Ouray, CO",33.85,15.24,9.88,81.42,5.63,73.1,13.7,21.6,591.4
"Park, CO",33.12,20.05,13.37,83.79,6.64,71.6,12.9,19.7,668.3
"Phillips, CO",34.78,20.76,14.65,72.37,8.39,51.2,6.0,13.9,891.4
"Pitkin, CO",28.97,13.55,8.48,85.95,5.65,80.5,16.1,24.2,325.7
"Prowers, CO",38.31,21.55,15.22,69.27,10.17,53.6,7.0,16.4,790.2
"Pueblo, CO",34.95,22.98,15.77,75.27,10.06,57.5,7.3,17.0,777.7
"Rio Blanco, CO",36.4,18.34,13.16,82.35,7.57,62.0,10.3,20.0,884.3
"Rio Grande, CO",34.4,19.34,12.78,74.1,9.58,56.6,8.3,18.6,912.0
"Routt, CO",30.97,14.7,9.75,85.82,5.86,78.4,13.4,22.8,399.7
"Saguache, CO",36.55,21.47,14.12,69.29,9.89,51.9,7.6,16.4,682.3
"San Juan, CO",37.73,19.82,13.44,82.08,6.98,67.8,15.0,27.9,781.7
"San Miguel, CO",29.24,12.74,8.06,82.41,6.21,75.8,16.3,25.1,338.0
"Sedgwick, CO",37.73,22.87,16.57,72.45,8.63,52.9,6.8,15.4,1089.7
"Summit, CO",28.52,14.36,9.29,84.82,6.04,79.8,15.6,25.2,272.4
"Teller, CO",33.61,23.17,16.52,81.38,6.46,67.6,10.2,18.3,835.1
"Washington, CO",37.78,21.6,15.48,76.39,8.28,62.5,7.6,16.8,794.8
"Yuma, CO",36.24,21.13,15.21,73.42,8.56,60.3,7.4,17.8,817.0
"Fairfield, CT",33.49,14.91,9.51,78.41,8.01,67.8,8.5,18.1,891.9
"Hartford, CT",34.88,17.9,12.47,75.74,8.92,64.8,7.2,16.9,954.1
"Litchfield, CT",34.24,19.21,13.57,80.34,7.65,68.9,9.9,19.5,947.6
"Middlesex, CT",33.31,17.35,12.36,79.91,7.89,69.7,9.7,19.2,946.4
"New Haven, CT",35.38,19.12,13.39,71.5,9.2,63.7,7.5,16.8,947.0
"New London, CT",37.39,18.83,13.24,79.24,8.62,66.7,9.2,18.3,929.0
"Tolland, CT",36.26,16.22,11.64,80.28,8.56,69.5,9.3,19.0,1028.9
"Windham, CT",38.76,21.11,15.63,75.75,9.94,61.1,8.2,17.7,1076.9
"Kent, DE",38.83,24.44,18.4,70.66,11.09,53.4,6.8,16.3,1079.0
"New Castle, DE",31.79,19.85,14.16,75.23,9.18,61.9,8.7,19.8,945.4
"Sussex, DE",38.8,24.56,18.61,73.35,10.71,57.3,8.3,18.6,1045.6
"Alachua, FL",35.08,16.72,11.16,77.29,10.57,58.0,9.6,17.2,754.9
"Baker, FL",42.36,28.03,21.74,66.94,12.15,39.2,6.4,14.1,1101.1
"Bay, FL",38.48,24.22,18.55,73.31,11.09,52.5,9.4,18.4,1112.3
"Bradford, FL",40.62,26.99,20.51,63.87,12.92,38.9,7.1,14.2,1066.7
"Brevard, FL",35.96,23.43,17.17,76.63,10.12,58.8,10.8,19.9,1008.2
"Broward, FL",34.91,17.68,11.14,73.99,10.88,56.0,7.2,15.8,897.2
"Calhoun, FL",40.64,28.7,21.71,66.92,12.45,38.5,6.8,14.0,1111.9
"Charlotte, FL",37.72,24.39,18.3,79.52,9.09,61.3,10.8,19.6,675.5
"Citrus, FL",37.67,26.54,20.61,73.78,9.65,56.2,9.2,18.0,1201.9
"Clay, FL",38.14,20.45,14.83,74.88,11.09,54.9,8.6,17.0,920.4
"Collier, FL",34.4,19.07,12.58,78.25,8.62,63.1,9.4,17.9,542.8
"Columbia, FL",40.45,27.9,20.9,69.41,12.25,43.7,7.1,14.7,950.0
"DeSoto, FL",39.39,28.03,19.72,65.43,12.87,42.9,7.4,14.9,633.9
"Dixie, FL",40.75,29.22,22.27,68.26,12.47,40.1,7.4,14.7,1010.8
"Duval, FL",37.63,21.79,15.15,72.44,12.39,52.5,8.2,16.8,999.9
"Escambia, FL",37.65,23.06,17.04,72.85,11.55,49.6,8.9,15.8,1045.5
"Flagler, FL",36.19,24.14,17.9,78.44,10.61,61.1,9.3,19.2,898.3
"Franklin, FL",39.28,27.43,20.12,72.03,11.6,55.5,15.2,22.1,1101.7
"Gadsden, FL",40.3,24.04,15.82,68.08,15.31,40.4,6.5,13.0,877.9
"Gilchrist, FL",39.44,26.75,20.3,71.39,11.12,39.5,6.6,13.8,928.9
"Glades, FL",39.07,26.92,19.1,70.28,11.62,42.0,6.6,13.4,702.3
"Gulf, FL",39.35,27.71,20.49,72.65,12.0,44.5,9.1,16.8,1105.7
"Hamilton, FL",41.05,29.37,21.05,62.66,14.23,36.8,6.6,13.2,1214.7
"Hardee, FL",38.53,25.26,18.25,59.16,13.06,34.8,5.1,11.7,861.1
"Hendry, FL",36.59,23.55,15.92,62.03,13.68,40.5,5.9,14.3,1040.6
"Hernando, FL",39.36,26.26,20.14,74.64,10.96,56.1,9.5,18.0,1050.2
"Highlands, FL",38.43,24.99,18.56,72.46,11.2,49.6,7.8,15.3,777.2
"Hillsborough, FL",34.5,19.67,14.2,72.0,11.23,53.9,8.4,17.3,1004.2
"Holmes, FL",40.26,27.47,21.63,65.83,11.39,36.9,7.1,14.2,1481.7
"Indian River, FL",35.21,23.57,16.73,76.21,9.45,62.6,10.8,18.6,839.6
"Jackson, FL",40.39,25.2,18.62,69.76,12.15,38.7,6.4,13.0,1106.8
"Jefferson, FL",39.05,23.95,16.58,71.32,13.13,43.3,8.1,14.4,937.0
"Lafayette, FL",41.52,26.06,18.94,70.44,12.54,36.5,6.1,12.2,1111.6
"Lake, FL",38.78,22.83,16.98,74.81,10.48,56.5,8.4,16.4,931.3
"Lee, FL",34.24,21.11,14.94,75.98,9.18,60.8,9.6,18.1,659.8
"Leon, FL",34.24,16.16,9.99,78.23,10.96,57.4,9.1,17.2,901.5
"Levy, FL",39.48,26.24,19.4,70.42,11.23,43.0,7.2,14.3,1076.4
"Liberty, FL",39.98,27.51,19.86,70.2,12.79,32.0,5.4,12.1,1001.3
"Madison, FL",40.78,25.86,18.4,68.44,14.22,37.4,5.9,12.2,1159.3
"Manatee, FL",36.39,22.87,16.72,76.78,9.66,58.9,9.5,18.5,774.5
"Marion, FL",41.46,24.7,18.34,72.92,10.76,53.9,7.7,16.3,1229.8
"Martin, FL",33.05,20.98,15.14,81.07,8.51,64.7,10.5,18.9,734.1
"Miami-Dade, FL",32.33,16.18,8.84,64.51,12.44,50.6,5.8,15.0,947.5
"Monroe, FL",37.94,20.12,13.29,76.52,8.64,66.4,14.9,24.4,777.6
"Nassau, FL",38.77,22.85,17.11,73.12,10.74,52.4,8.5,16.1,943.3
"Okaloosa, FL",37.57,21.62,15.65,76.44,9.77,56.6,10.0,17.9,928.9
"Okeechobee, FL",37.15,28.04,20.58,64.65,11.79,44.5,7.4,15.1,1085.6
