county_state,cig_total_2012,cig_daily_2012,alc_any_2012,alc_heavy_2012,alc_binge_2012,hd_deaths_per100k_over65
"Shelby, TN",21.78,14.55,48.1,6.8,14.6,1125.0
"Smith, TN",26.81,21.28,35.0,5.5,11.5,1040.8
"Stewart, TN",27.55,21.52,32.7,4.4,10.1,1206.2
"Sullivan, TN",28.18,21.91,38.4,5.0,10.7,1238.9
"Sumner, TN",24.79,18.69,43.2,5.4,12.7,1066.8
"Tipton, TN",25.73,19.67,38.2,5.9,12.4,1406.1
"Trousdale, TN",28.13,21.6,35.8,5.6,11.9,1004.3
"Unicoi, TN",30.18,24.01,30.0,4.0,9.4,1275.3
"Union, TN",30.03,24.22,26.3,4.0,9.1,1223.8
"Van Buren, TN",28.9,23.1,30.7,4.7,10.9,1052.4
"Warren, TN",27.44,21.18,30.1,3.7,9.4,1188.4
"Washington, TN",24.44,18.64,42.2,4.9,11.6,1166.3
"Wayne, TN",29.34,22.8,29.2,4.8,10.3,1229.4
"Weakley, TN",25.11,19.1,32.1,4.1,10.6,1102.0
"White, TN",28.16,22.58,31.0,4.2,10.2,1145.5
"Williamson, TN",14.46,9.95,55.3,6.8,14.2,992.8
"Wilson, TN",22.37,17.03,44.0,5.4,12.7,1012.9
"Anderson, TX",28.01,19.83,43.8,7.2,15.1,1529.6
"Andrews, TX",22.05,15.4,44.7,5.7,14.7,1345.9
"Angelina, TX",24.56,17.51,42.6,6.1,14.3,1198.7
"Aransas, TX",21.65,15.12,54.5,9.2,20.4,923.2
"Archer, TX",21.37,15.57,42.2,6.0,13.9,1128.4
"Armstrong, TX",18.52,12.87,42.4,3.6,12.1,1540.9
"Atascosa, TX",19.74,12.59,46.8,7.0,19.2,1120.7
"Austin, TX",19.66,13.82,54.7,7.3,19.4,1073.1
"Bailey, TX",20.56,13.71,40.0,4.7,14.2,1191.5
"Bandera, TX",20.04,13.95,53.4,8.2,20.3,938.3
"Bastrop, TX",20.25,13.93,51.2,7.9,17.5,1067.0
"Baylor, TX",21.13,14.99,36.8,4.4,13.1,1164.8
"Bee, TX",22.7,15.23,49.9,9.4,23.3,1388.7
"Bell, TX",19.7,13.51,52.1,8.1,16.7,1011.7
"Bexar, TX",18.05,11.4,55.8,8.0,20.1,1077.8
"Blanco, TX",19.08,12.78,54.7,7.6,19.2,950.6
"Borden, TX",16.97,11.57,35.3,5.6,11.3,894.8
"Bosque, TX",22.69,16.45,50.1,6.2,17.3,1200.7
"Bowie, TX",23.75,16.57,42.9,6.2,13.4,1485.8
"Brazoria, TX",18.08,12.15,51.9,7.2,16.3,1090.4
"Brazos, TX",16.31,10.71,52.6,8.0,17.3,1037.3
"Brewster, TX",15.12,9.5,54.6,9.8,22.7,802.0
"Briscoe, TX",20.96,14.49,35.7,3.5,12.6,1120.0
"Brooks, TX",17.79,10.39,44.0,7.4,22.3,1080.2
"Brown, TX",23.57,17.27,42.0,5.8,14.1,1336.6
"Burleson, TX",23.52,17.09,48.4,6.6,16.5,1714.5
"Burnet, TX",21.64,15.5,51.3,7.4,16.6,918.5
"Caldwell, TX",21.64,14.48,49.9,6.9,17.7,1027.9
"Calhoun, TX",19.98,13.22,46.2,6.6,18.3,950.0
"Callahan, TX",23.43,17.41,43.5,6.0,13.5,1298.2
"Cameron, TX",15.2,8.13,42.3,6.4,19.0,866.4
"Camp, TX",23.95,16.81,44.5,7.5,18.0,1246.4
"Carson, TX",20.03,14.2,43.8,5.0,14.3,1125.0
"Cass, TX",24.93,18.03,38.2,6.0,14.0,1212.1
"Castro, TX",19.97,13.0,43.5,6.7,18.4,1198.3
"Chambers, TX",21.44,14.73,54.1,8.0,17.2,1283.7
"Cherokee, TX",25.18,18.02,41.1,6.0,14.5,1358.1
"Childress, TX",22.14,15.71,48.1,6.6,15.2,1263.7
"Clay, TX",21.99,16.27,41.8,5.5,12.8,1085.5
"Cochran, TX",20.07,13.2,34.0,4.6,14.1,1267.9
"Coke, TX",21.56,15.12,41.0,4.9,13.8,1114.2
"Coleman, TX",23.95,17.89,46.7,6.8,17.0,1292.6
"Collin, TX",13.26,8.82,59.9,7.5,16.5,820.0
"Collingsworth, TX",19.79,13.46,30.0,2.8,10.8,1426.7
"Colorado, TX",20.91,14.45,53.8,7.5,19.4,1177.9
"Comal, TX",17.6,11.44,58.9,8.6,20.0,1074.2
"Comanche, TX",22.01,15.34,40.4,4.8,13.2,1333.7
"Concho, TX",22.41,14.72,39.1,6.3,16.1,1128.2
"Cooke, TX",22.66,16.99,48.7,7.6,17.2,991.7
"Coryell, TX",22.4,16.23,49.2,7.4,15.5,1064.0
"Cottle, TX",18.57,12.52,33.4,3.6,11.7,1127.1
"Crane, TX",20.8,14.05,46.6,6.1,15.6,1137.0
"Crockett, TX",22.03,15.05,52.2,9.0,23.0,1828.1
"Crosby, TX",19.74,12.71,35.4,4.4,14.8,1284.2
"Culberson, TX",17.89,11.12,39.6,6.4,17.7,969.5
"Dallam, TX",24.08,17.51,41.7,5.9,15.3,974.9
"Dallas, TX",19.04,12.87,53.0,6.8,16.8,995.9
"Dawson, TX",23.62,16.12,39.0,5.1,14.1,1209.5
"Deaf Smith, TX",19.44,12.55,43.9,6.0,17.8,1206.9
"Delta, TX",23.59,17.08,37.6,5.0,12.7,1433.5
"Denton, TX",15.18,10.56,56.4,7.7,16.1,832.6
"DeWitt, TX",22.91,16.04,51.3,8.1,19.3,1182.2
"Dickens, TX",23.3,16.1,35.9,4.8,14.6,1201.8
"Dimmit, TX",17.86,10.79,47.4,8.8,25.9,949.8
"Donley, TX",21.82,15.5,39.5,4.9,12.9,1307.9
"Duval, TX",18.35,10.74,41.7,6.8,20.5,967.8
"Eastland, TX",24.22,17.55,38.1,5.9,13.6,1339.5
"Ector, TX",23.66,16.39,45.5,7.6,18.0,1292.6
"Edwards, TX",17.96,11.24,42.4,4.7,16.4,977.9
"Ellis, TX",20.55,14.61,49.9,6.6,15.2,1077.9
"El Paso, TX",17.85,10.78,49.6,8.1,22.8,909.9
"Erath, TX",21.18,14.84,45.7,5.9,14.8,1216.4
"Falls, TX",24.62,17.1,45.0,6.2,15.3,1112.1
"Fannin, TX",25.06,18.53,39.7,5.5,13.5,1576.8
"Fayette, TX",20.29,14.59,58.4,7.3,21.1,1071.3
"Fisher, TX",20.52,14.33,36.9,4.1,12.9,1129.5
"Floyd, TX",18.71,12.1,43.6,4.0,15.3,1279.2
"Foard, TX",21.57,15.04,33.1,3.5,12.0,1052.3
"Fort Bend, TX",13.92,8.73,58.2,7.4,16.5,858.3
"Franklin, TX",20.79,14.68,47.3,6.3,15.4,1227.6
"Freestone, TX",26.07,18.47,46.9,6.6,14.7,1120.5
"Frio, TX",20.52,12.86,44.8,7.0,19.4,1149.4
"Gaines, TX",22.92,16.42,37.4,5.3,13.4,1305.9
"Galveston, TX",18.8,12.54,57.9,9.0,19.3,1050.8
"Garza, TX",23.91,16.58,44.1,6.7,17.4,1254.9
"Gillespie, TX",19.14,13.34,61.5,7.6,20.2,881.2
"Glasscock, TX",17.96,12.31,50.1,7.2,18.3,1052.6
"Goliad, TX",19.77,13.36,51.0,7.0,19.3,1075.7
"Gonzales, TX",20.49,13.72,45.3,6.1,16.9,1057.3
"Gray, TX",24.22,17.77,39.8,6.4,14.2,1573.7
"Grayson, TX",23.59,17.51,46.4,6.5,15.2,1186.7
"Gregg, TX",23.54,16.82,46.9,6.7,15.3,1240.4
"Grimes, TX",24.89,17.8,47.1,8.4,17.7,1263.9
"Guadalupe, TX",18.81,12.39,56.5,8.0,18.2,1072.2
"Hale, TX",21.51,14.19,37.0,5.5,15.4,1279.2
"Hall, TX",21.22,14.42,38.1,4.8,15.0,1252.2
"Hamilton, TX",23.36,17.23,45.2,6.3,14.8,1115.1
"Hansford, TX",19.71,13.31,48.1,3.9,15.1,1486.5
"Hardeman, TX",22.32,15.76,37.0,3.5,12.5,1151.0
"Hardin, TX",24.86,18.34,46.2,7.5,15.5,1397.1
"Harris, TX",17.68,11.21,54.3,7.4,16.9,983.8
"Harrison, TX",23.55,16.64,42.2,6.4,13.9,1046.0
"Hartley, TX",21.18,15.01,45.6,6.6,14.1,1141.7
"Haskell, TX",21.81,15.62,35.4,5.0,13.3,1223.4
"Hays, TX",15.94,9.91,60.7,9.0,20.3,861.5
"Hemphill, TX",22.29,16.19,45.7,5.2,14.3,1377.1
"Henderson, TX",26.8,19.76,45.9,7.2,15.9,1499.1
"Hidalgo, TX",14.8,8.09,43.0,6.2,19.3,866.1
"Hill, TX",22.67,16.29,43.8,6.3,15.1,1141.5
"Hockley, TX",19.25,12.97,39.0,5.2,13.8,1236.5
"Hood, TX",22.51,16.52,55.9,6.9,16.2,983.2
"Hopkins, TX",23.67,17.58,43.1,6.4,14.7,1429.3
"Houston, TX",25.58,17.69,42.2,6.2,14.5,1161.4
"Howard, TX",24.78,17.55,44.4,6.5,16.0,1773.8
"Hudspeth, TX",19.75,11.87,37.8,5.8,18.0,900.9
"Hunt, TX",23.53,17.46,43.2,6.3,14.3,1355.6
"Hutchinson, TX",24.2,18.16,41.9,6.5,15.6,1814.5
"Irion, TX",22.93,16.46,50.5,5.5,17.3,1035.3
"Jack, TX",25.93,19.33,44.2,6.7,14.3,1314.0
"Jackson, TX",21.47,14.75,48.0,6.5,17.0,1234.2
"Jasper, TX",25.65,18.42,39.4,6.7,15.1,1517.3
"Jeff Davis, TX",16.85,10.79,52.0,7.6,20.9,796.5
"Jefferson, TX",23.81,16.06,50.1,8.0,18.0,1387.5
"Jim Hogg, TX",17.51,10.27,47.7,7.9,23.8,967.6
"Jim Wells, TX",18.53,11.4,45.7,8.3,21.8,1517.8
"Johnson, TX",23.13,17.14,47.0,6.6,14.3,1183.8
"Jones, TX",26.27,18.83,39.7,6.0,14.6,1265.9
"Karnes, TX",21.85,14.56,46.3,7.1,18.5,1512.0
"Kaufman, TX",22.33,16.28,46.0,6.7,14.8,1419.2
"Kendall, TX",15.43,10.03,62.3,8.3,19.9,1011.2
"Kenedy, TX",14.31,8.23,41.3,6.2,17.4,904.6
"Kent, TX",18.4,12.89,35.2,4.3,12.4,981.2
"Kerr, TX",18.97,12.97,55.3,7.1,17.7,926.4
"Kimble, TX",21.88,15.63,50.0,5.3,16.0,1135.3
"King, TX",18.58,12.81,31.0,5.2,11.4,1061.8
"Kinney, TX",19.9,13.19,52.5,7.4,22.4,947.6
"Kleberg, TX",16.44,9.99,48.9,7.8,21.2,1400.7
"Knox, TX",21.54,14.89,38.4,4.9,15.4,1098.1
"Lamar, TX",24.19,17.65,43.3,6.1,14.2,1329.3
"Lamb, TX",20.71,13.65,37.9,4.6,15.4,1271.3
"Lampasas, TX",21.22,15.21,47.7,7.8,15.7,1004.8
"La Salle, TX",21.95,13.48,43.5,7.8,21.7,992.9
"Lavaca, TX",21.57,15.42,53.8,10.3,23.8,1135.2
"Lee, TX",21.45,15.47,43.4,6.4,14.1,1096.0
"Leon, TX",24.46,17.37,44.0,7.0,16.3,1192.7
"Liberty, TX",26.26,18.74,42.0,7.2,15.7,1589.4
"Limestone, TX",23.98,16.92,43.4,5.6,13.7,1212.6
"Lipscomb, TX",19.27,13.16,45.1,5.0,15.6,1340.3
"Live Oak, TX",21.2,14.28,44.3,6.9,17.7,1121.6
"Llano, TX",24.21,17.88,56.3,9.0,20.3,792.4
"Lubbock, TX",20.36,13.66,49.2,6.8,17.1,1295.2
"Lynn, TX",20.39,13.67,40.0,4.2,14.2,1243.7
"McCulloch, TX",22.0,15.61,48.2,6.7,16.6,1363.4
"McLennan, TX",20.7,14.4,51.8,6.5,16.3,1062.6
"McMullen, TX",25.15,17.42,41.5,8.1,18.0,996.7
"Madison, TX",25.42,17.95,41.3,6.7,14.6,1196.6
"Marion, TX",25.5,18.5,41.9,7.5,15.2,1079.1
"Martin, TX",21.42,14.55,39.7,5.3,15.0,1175.5
"Mason, TX",17.4,11.69,52.7,3.7,14.6,689.0
"Matagorda, TX",20.83,14.12,48.3,7.2,18.7,1272.3
"Maverick, TX",16.1,9.24,41.8,6.2,18.8,964.1
"Medina, TX",18.38,11.89,50.4,7.5,19.3,1164.8
"Menard, TX",20.86,13.97,48.2,5.5,17.7,1149.5
"Midland, TX",19.6,13.69,52.1,7.4,17.4,1083.5
"Milam, TX",22.5,16.02,48.0,6.4,16.6,976.6
"Mills, TX",20.81,14.84,39.5,5.8,14.2,1083.8
"Mitchell, TX",23.74,16.58,40.8,5.6,14.7,1290.6
"Montague, TX",23.82,18.03,44.2,6.7,14.5,1230.1
"Montgomery, TX",18.98,13.14,54.5,8.0,17.1,1105.5
"Moore, TX",20.57,14.17,41.3,5.6,14.7,1328.3
"Morris, TX",23.92,16.64,41.0,6.4,14.7,1336.3
"Motley, TX",19.96,13.92,34.2,4.7,12.1,1182.1
"Nacogdoches, TX",20.62,14.34,45.2,7.1,15.4,1143.9
"Navarro, TX",23.54,16.35,44.9,5.9,14.3,1235.2
"Newton, TX",26.92,19.55,41.2,7.2,15.2,1547.7
"Nolan, TX",22.42,16.04,44.3,6.1,16.2,1261.8
"Nueces, TX",19.26,12.26,52.0,8.5,21.8,936.5
"Ochiltree, TX",21.71,15.16,41.7,5.1,14.1,1636.9
"Oldham, TX",19.04,13.24,39.1,5.3,13.6,1306.4
"Orange, TX",26.81,20.2,44.6,8.2,16.4,1639.3
"Palo Pinto, TX",25.08,18.39,43.2,6.7,15.4,1300.1
"Panola, TX",25.94,19.44,43.5,6.4,13.9,1044.5
"Parker, TX",21.18,15.24,49.0,6.4,14.7,1067.9
"Parmer, TX",19.78,12.99,37.2,3.8,13.2,1197.7
"Pecos, TX",20.38,13.35,47.2,7.3,19.7,940.9
"Polk, TX",26.8,19.19,45.3,7.7,16.4,1734.8
"Potter, TX",23.51,16.49,43.6,6.7,16.5,1616.3
"Presidio, TX",14.7,8.41,47.3,5.8,20.6,719.7
"Rains, TX",25.94,19.82,43.2,7.7,16.2,1328.5
"Randall, TX",18.59,12.85,47.7,6.8,14.5,1211.0
"Reagan, TX",21.19,14.64,45.0,6.9,18.7,1028.4
"Real, TX",19.6,13.28,43.7,6.4,16.9,1080.7
"Red River, TX",26.27,18.89,41.7,5.7,14.3,1457.2
"Reeves, TX",21.05,13.7,45.2,7.2,21.5,1160.3
"Refugio, TX",20.77,13.87,48.4,7.5,20.2,991.5
"Roberts, TX",15.75,10.48,50.3,4.2,14.2,1582.4
"Robertson, TX",23.03,15.89,46.0,7.2,16.3,1358.4
"Rockwall, TX",16.46,11.61,50.0,5.8,13.6,1073.8
"Runnels, TX",22.08,15.66,49.3,6.8,19.5,1174.3
"Rusk, TX",24.24,17.48,41.4,6.5,13.9,1260.1
"Sabine, TX",26.15,18.83,40.3,7.4,17.5,1186.2
"San Augustine, TX",27.94,20.02,37.5,6.8,15.0,1111.2
"San Jacinto, TX",25.8,18.59,42.9,7.3,15.0,1133.1
"San Patricio, TX",20.58,13.71,50.4,7.8,20.6,1174.3
"San Saba, TX",23.17,16.38,41.9,5.8,14.8,1008.8
"Schleicher, TX",17.35,11.19,42.7,4.6,14.5,1202.1
"Scurry, TX",22.19,15.99,42.9,6.3,14.9,924.4
"Shackelford, TX",20.68,14.75,43.7,4.1,12.6,1276.2
"Shelby, TX",23.62,16.84,40.2,6.3,13.8,1178.4
"Sherman, TX",17.0,11.24,38.7,3.6,13.0,1385.4
"Smith, TX",20.74,14.77,46.3,6.0,14.2,1374.8
"Somervell, TX",18.02,12.03,48.3,5.2,14.3,947.0
"Starr, TX",17.64,9.98,37.3,5.8,19.5,922.8
"Stephens, TX",24.77,18.18,44.3,6.0,15.1,1369.6
"Sterling, TX",17.79,11.82,49.0,3.4,13.9,1278.8
"Stonewall, TX",17.35,11.85,40.4,3.8,12.3,1162.4
"Sutton, TX",19.05,12.83,52.9,7.0,19.8,965.9
"Swisher, TX",20.5,13.73,41.3,4.3,14.0,1176.2
"Tarrant, TX",18.82,13.04,55.6,6.8,16.3,979.9
"Taylor, TX",20.78,14.89,49.1,6.6,15.8,1258.4
"Terrell, TX",19.1,12.71,43.7,4.4,18.2,840.8
"Terry, TX",23.24,15.81,41.3,5.6,15.4,1354.1
"Throckmorton, TX",22.01,15.95,40.0,3.4,11.8,1237.8
"Titus, TX",22.23,14.99,39.6,5.9,15.4,1296.3
"Tom Green, TX",20.65,14.26,49.9,7.3,17.9,1082.9
"Travis, TX",14.94,9.22,64.4,9.7,20.6,763.6
"Trinity, TX",27.58,20.42,39.5,7.8,15.7,1257.6
"Tyler, TX",27.23,19.84,37.3,6.4,14.0,1501.3
"Upshur, TX",24.52,18.25,43.0,8.7,16.0,1289.1
"Upton, TX",19.25,12.68,38.9,4.5,14.1,1311.6
"Uvalde, TX",18.02,11.3,46.2,6.1,19.7,1071.6
"Val Verde, TX",17.81,11.14,50.4,7.9,20.9,1071.5
"Van Zandt, TX",25.92,20.0,41.9,6.2,14.0,1368.2
"Victoria, TX",21.1,14.17,51.7,8.0,19.7,1026.8
"Walker, TX",23.1,16.08,46.8,7.7,16.0,1097.2
"Waller, TX",19.54,13.03,47.3,7.2,16.3,1116.6
"Ward, TX",23.15,16.11,45.1,6.8,17.1,1233.5
"Washington, TX",19.9,13.93,59.8,6.0,19.0,899.5
"Webb, TX",15.64,8.66,45.8,7.2,21.2,940.3
"Wharton, TX",21.62,14.78,50.2,7.0,19.0,1227.7
"Wheeler, TX",19.78,13.85,41.6,4.5,12.9,1401.5
"Wichita, TX",22.84,16.63,48.0,7.1,16.2,1110.3
"Wilbarger, TX",23.12,16.7,36.8,5.0,12.3,1120.3
"Willacy, TX",17.69,9.81,41.5,6.6,21.8,866.6
"Williamson, TX",14.82,9.9,60.7,8.9,17.6,801.2
"Wilson, TX",18.94,12.65,52.2,7.4,18.7,1073.0
"Winkler, TX",24.77,17.64,42.3,5.8,15.4,1336.4
"Wise, TX",22.12,16.43,46.7,7.0,15.7,1245.1
"Wood, TX",24.16,18.23,43.1,6.1,14.4,1281.7
"Yoakum, TX",19.04,12.83,42.3,5.0,15.1,1338.8
"Young, TX",24.82,18.49,43.1,5.3,13.6,1426.8
"Zapata, TX",17.45,10.1,39.2,5.9,16.4,859.1
"Zavala, TX",17.46,10.12,40.3,5.1,18.0,1316.1
"Beaver, UT",21.03,15.46,24.8,5.5,11.0,1337.4
"Box Elder, UT",14.2,10.54,19.6,4.3,8.7,1243.5
"Cache, UT",10.89,8.09,18.6,3.6,7.6,973.5
"Carbon, UT",17.56,13.65,34.2,6.2,13.6,1222.7
"Daggett, UT",19.18,14.18,29.6,8.4,15.2,906.2
"Davis, UT",9.99,7.16,23.1,3.9,8.6,1096.6
"Duchesne, UT",15.78,11.92,25.7,5.0,11.3,1019.5
"Emery, UT",19.65,15.07,20.3,4.6,9.0,1550.8
"Garfield, UT",19.17,13.61,24.4,5.1,9.1,1038.3
"Grand, UT",20.54,15.18,45.8,7.8,15.9,935.9
"Iron, UT",15.93,11.38,24.9,4.4,9.2,812.4
"Juab, UT",16.79,12.81,19.4,4.3,8.7,1068.5
"Kane, UT",15.81,11.06,33.8,5.7,10.9,1057.4
"Millard, UT",19.22,13.89,19.5,4.4,9.1,846.8
"Morgan, UT",11.8,8.49,21.0,4.4,8.8,1063.3
"Piute, UT",20.23,14.53,23.3,4.9,10.1,981.6
"Rich, UT",16.98,12.59,17.9,4.1,8.0,902.8
"Salt Lake, UT",13.0,9.11,35.9,6.5,14.2,980.3
"San Juan, UT",23.91,16.33,27.0,5.3,12.7,670.8
"Sanpete, UT",15.54,11.61,19.7,4.2,9.6,994.9
"Sevier, UT",19.83,14.79,20.0,4.4,8.4,1102.3
"Summit, UT",10.67,6.97,57.7,10.7,18.0,865.9
"Tooele, UT",15.57,11.17,28.1,5.6,11.8,1132.4
"Uintah, UT",20.98,16.11,28.0,5.9,12.0,1277.0
"Utah, UT",7.81,5.75,14.3,3.1,6.5,1072.7
"Wasatch, UT",9.4,7.0,29.0,6.7,10.8,966.2
"Washington, UT",15.47,11.54,26.6,5.0,8.8,717.1
"Wayne, UT",17.48,12.21,25.7,5.3,9.9,775.4
"Weber, UT",15.7,11.73,32.4,5.8,12.6,1171.6
"Addison, VT",16.7,11.79,69.1,11.4,20.7,1032.6
"Bennington, VT",19.76,13.81,67.1,11.3,20.6,1072.0
"Caledonia, VT",19.47,14.15,64.9,11.2,19.8,1018.9
"Chittenden, VT",13.78,10.0,71.5,11.5,21.5,798.2
"Essex, VT",20.99,15.8,63.7,12.6,21.2,923.0
"Franklin, VT",20.57,15.74,66.3,11.7,21.4,1207.6
"Grand Isle, VT",16.41,12.22,68.8,11.5,21.2,804.0
"Lamoille, VT",16.67,11.83,69.7,15.1,23.4,912.3
"Orange, VT",18.55,13.36,65.7,10.5,19.4,1013.5
"Orleans, VT",22.75,16.92,65.3,12.6,21.4,1118.1
"Rutland, VT",20.14,14.42,64.3,11.7,21.9,1226.8
"Washington, VT",16.97,11.97,70.2,11.7,21.4,974.3
"Windham, VT",17.93,12.44,66.1,12.4,22.0,947.6
"Windsor, VT",17.6,12.23,70.6,13.4,22.0,931.0
"Accomack, VA",22.99,16.62,48.1,7.2,14.8,1275.2
"Albemarle, VA",14.31,9.26,62.3,8.2,16.4,723.2
"Alleghany, VA",24.78,19.38,44.8,6.2,14.1,1162.8
"Amelia, VA",24.59,18.4,44.5,6.3,13.5,1143.7
"Amherst, VA",25.49,19.58,45.3,6.3,13.9,1056.1
"Appomattox, VA",24.46,18.44,44.7,6.5,13.7,1156.7
"Arlington, VA",10.96,6.39,70.0,8.4,20.1,610.5
"Bath, VA",25.26,19.37,50.7,11.0,18.2,1015.1
"Bland, VA",26.76,20.65,35.9,5.6,12.2,1239.2
"Botetourt, VA",22.11,16.79,46.5,6.0,13.5,1054.7
"Brunswick, VA",28.18,19.48,37.3,5.2,11.7,1102.8
"Buchanan, VA",30.06,23.18,23.8,4.0,10.1,1309.2
"Buckingham, VA",25.88,18.83,38.6,5.4,12.4,907.6
"Campbell, VA",25.13,19.77,47.6,7.0,14.3,1034.0
"Caroline, VA",23.89,17.37,47.8,6.1,14.0,1032.7
"Carroll, VA",26.3,20.52,36.3,5.2,12.3,799.3
"Charles City, VA",26.25,18.22,40.6,5.3,11.7,1006.2
"Charlotte, VA",25.75,18.63,40.9,5.7,12.6,1124.3
"Chesterfield, VA",18.88,13.26,60.7,7.4,16.5,973.1
"Clarke, VA",18.76,13.4,56.0,7.4,15.7,1053.7
"Craig, VA",24.68,19.15,36.3,5.0,11.3,903.6
"Culpeper, VA",21.68,16.15,52.3,6.5,14.6,912.1
"Cumberland, VA",24.03,17.49,40.7,5.4,12.0,959.0
"Dickenson, VA",30.34,22.79,25.7,4.3,11.1,1302.5
"Dinwiddie, VA",25.79,19.42,47.1,6.7,14.6,944.1
"Essex, VA",24.66,17.7,45.3,5.7,13.2,1141.5
"Fauquier, VA",19.15,13.93,58.8,7.4,15.8,810.0
"Floyd, VA",23.33,17.73,40.7,5.7,12.6,940.0
"Fluvanna, VA",20.95,15.27,56.1,7.3,15.6,875.8
"Frederick, VA",22.05,16.39,53.3,6.2,14.9,1046.7
"Giles, VA",26.16,20.4,38.9,5.8,12.9,1165.7
"Gloucester, VA",22.29,17.0,54.5,7.7,15.8,1016.8
"Goochland, VA",18.68,12.74,56.9,8.3,15.8,917.6
"Grayson, VA",26.7,21.04,32.7,4.9,11.3,785.4
"Greene, VA",23.02,17.46,55.0,7.2,15.6,1024.0
"Greensville, VA",27.89,19.94,35.1,4.6,11.2,1707.2
"Halifax, VA",26.37,19.03,38.8,4.8,11.0,1037.1
"Hanover, VA",19.62,13.87,58.0,7.3,15.7,942.2
"Henrico, VA",18.74,12.38,60.7,7.5,16.8,951.6
"Henry, VA",27.24,20.01,36.3,4.6,11.3,976.7
"Highland, VA",22.87,17.2,58.3,15.1,22.1,938.3
"Isle of Wight, VA",20.41,14.94,54.1,7.5,15.1,1011.2
"James City, VA",16.5,11.48,65.8,8.4,17.4,737.9
"King and Queen, VA",24.88,18.33,41.9,5.0,11.7,1151.4
"King George, VA",18.33,13.02,53.0,6.2,14.1,1075.5
"King William, VA",23.92,17.43,52.0,6.9,15.0,1122.2
"Lancaster, VA",21.86,15.19,50.9,7.1,14.5,1148.7
"Lee, VA",27.88,21.3,22.5,4.0,9.1,1155.1
"Loudoun, VA",11.74,7.36,64.6,6.6,16.5,717.6
"Louisa, VA",24.17,17.72,48.8,6.4,14.0,1127.6
"Lunenburg, VA",28.4,20.18,41.2,5.8,12.9,1192.7
"Madison, VA",24.05,18.07,51.6,7.5,14.9,905.7
"Mathews, VA",21.21,15.54,55.3,9.3,16.5,954.8
"Mecklenburg, VA",28.09,19.78,44.0,6.2,13.1,1058.4
"Middlesex, VA",20.54,14.37,56.2,9.2,16.7,896.7
"Montgomery, VA",17.48,12.53,50.3,6.5,14.6,917.7
"Nelson, VA",22.69,16.56,46.8,7.4,14.5,993.4
"New Kent, VA",23.09,16.49,53.3,7.0,14.9,1104.1
"Northampton, VA",23.53,15.74,47.6,7.8,15.1,955.8
"Northumberland, VA",23.01,16.19,51.4,7.0,14.5,892.4
"Nottoway, VA",28.75,21.09,43.3,7.0,14.4,1383.9
"Orange, VA",22.82,16.94,53.5,7.1,15.1,956.2
"Page, VA",27.75,22.2,46.2,6.7,14.6,1126.2
"Patrick, VA",27.83,21.33,37.7,5.6,12.2,1258.4
"Pittsylvania, VA",25.76,19.09,39.8,5.3,12.7,975.7
"Powhatan, VA",21.76,15.65,51.6,6.8,14.9,945.1
"Prince Edward, VA",23.53,16.41,46.6,6.7,14.5,1128.8
"Prince George, VA",23.25,16.7,47.1,5.7,13.1,839.5
"Pulaski, VA",26.42,20.65,42.0,5.6,13.1,1175.1
"Rappahannock, VA",20.11,14.6,51.7,6.7,14.1,810.0
"Rockbridge, VA",23.51,17.63,47.3,6.7,14.3,850.2
"Rockingham, VA",21.72,16.69,49.3,6.8,14.4,958.2
"Russell, VA",28.04,21.46,26.4,3.9,10.2,1210.6
"Scott, VA",28.0,21.4,29.0,4.6,11.1,1117.6
"Shenandoah, VA",24.46,19.1,51.6,8.0,16.0,980.4
"Smyth, VA",26.43,20.74,33.2,5.0,12.0,1247.5
"Spotsylvania, VA",18.74,13.61,54.5,6.5,14.5,951.9
"Stafford, VA",16.92,12.13,60.0,6.5,15.2,1032.4
"Surry, VA",23.12,16.28,41.8,5.5,12.2,955.9
"Sussex, VA",27.38,19.39,40.5,6.4,12.9,1213.3
"Tazewell, VA",26.42,20.78,31.6,5.0,11.6,1243.8
"Warren, VA",24.33,18.87,52.5,6.9,15.6,1084.0
"Washington, VA",23.22,17.5,36.7,5.0,12.3,997.8
"Westmoreland, VA",25.32,18.68,49.0,6.8,15.0,1115.7
"Wise, VA",29.46,22.81,27.8,4.5,11.2,1296.5
"Wythe, VA",26.03,20.42,38.4,5.9,12.6,1267.6
"York, VA",16.27,11.26,64.7,9.2,17.7,811.4
"Adams, WA",16.67,11.39,42.4,5.7,15.0,975.4
"Asotin, WA",25.17,19.14,56.5,9.7,17.7,1051.3
"Benton, WA",17.86,12.91,57.4,8.0,17.2,880.5
"Chelan, WA",18.97,13.24,55.7,7.5,16.3,841.8
"Clallam, WA",23.97,16.67,60.9,9.7,17.6,837.7
"Clark, WA",18.86,13.28,60.9,8.6,17.5,966.8
"Columbia, WA",21.38,15.76,55.2,8.5,16.5,893.7
"Cowlitz, WA",24.55,17.5,56.7,8.0,16.9,1080.4
"Douglas, WA",19.53,13.95,61.0,8.8,17.3,867.8
"Ferry, WA",25.04,17.46,56.0,11.1,19.1,836.6
"Franklin, WA",19.28,13.52,45.9,6.1,14.7,893.1
"Garfield, WA",17.19,11.96,64.9,11.9,19.4,1025.9
"Grant, WA",19.34,13.68,49.9,7.1,15.8,1005.6
